"메인 키","기관 코드","유형1","유형2","대표기관명","전체기관명","최하위기관명","대표 전화번호","새 우편번호","지번 주소","도로명 주소","행정 시","행정 구","행정 동"
"BE_LiST32-0094","1334831","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울도봉경찰서 도봉2파출소","도봉2파출소","02-2289-9863","01319","","서울특별시 도봉구 도봉로180나길 33 (도봉동)","서울특별시","도봉구","도봉2동"
"BE_LiST32-0095","1334834","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울도봉경찰서 방학파출소","방학파출소","02-2289-9833","01345","","서울특별시 도봉구 도봉로145길 45 (방학동)","서울특별시","도봉구","방학1동"
"BE_LiST32-0096","1334833","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울도봉경찰서 숭미파출소","숭미파출소","02-2289-9883","01381","","서울특별시 도봉구 노해로 139 (쌍문동)","서울특별시","도봉구","쌍문1동"
"BE_LiST32-0097","1334835","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울도봉경찰서 신방학파출소","신방학파출소","02-2289-9843","01362","","서울특별시 도봉구 시루봉로5길 10 (방학동)","서울특별시","도봉구","방학3동"
"BE_LiST32-0098","1334287","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울도봉경찰서 신창파출소","신창파출소","02-2289-9823","01460","","서울특별시 도봉구 도봉로104길 49-5 (창동)","서울특별시","도봉구","창2동"
"BE_LiST32-0099","1334832","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울도봉경찰서 쌍문파출소","쌍문파출소","02-2289-9873","01394","","서울특별시 도봉구 방학로3길 132 (쌍문동)","서울특별시","도봉구","쌍문2동"
"BE_LiST32-0100","1335590","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울도봉경찰서 창동지구대","창동지구대","02-2289-9813","01418","","서울특별시 도봉구 노해로 392 (창동)","서울특별시","도봉구","창4동"
"BE_LiST32-0101","1332833","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서","서울동대문경찰서","182","02486","","서울특별시 동대문구 약령시로21길 29 (청량리동)","서울특별시","동대문구","청량리동"
"BE_LiST32-0102","1332845","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 답십리지구대","답십리지구대","02-2245-4147","02541","","서울특별시 동대문구 답십리로41길 34 (답십리동)","서울특별시","동대문구","답십리1동"
"BE_LiST32-0103","1335321","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 용신지구대","용신지구대","02-923-2357","02587","","서울특별시 동대문구 청계천로7길 4 (용두동)","서울특별시","동대문구","용신동"
"BE_LiST32-0104","1334753","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 이문파출소","이문파출소","02-961-8738","02423","","서울특별시 동대문구 한천로 402 (이문동)","서울특별시","동대문구","이문1동"
"BE_LiST32-0105","1334751","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 장안1파출소","장안1파출소","02-2243-1662","02624","","서울특별시 동대문구 답십리로66길 3 (장안동)","서울특별시","동대문구","장안1동"
"BE_LiST32-0106","1334752","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 장안2파출소","장안2파출소","02-2212-8420","02521","","서울특별시 동대문구 답십리로69길 100 (장안동)","서울특별시","동대문구","장안2동"
"BE_LiST32-0107","1334758","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 전농파출소","전농파출소","02-2212-7058","02492","","서울특별시 동대문구 전농로38다길 21 (전농동)","서울특별시","동대문구","전농1동"
"BE_LiST32-0108","1334756","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 제기파출소","제기파출소","02-928-5065","02465","","서울특별시 동대문구 회기로 10 (제기동)","서울특별시","동대문구","제기동"
"BE_LiST32-0109","1334757","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 청량리역파출소","청량리역파출소","02-959-1454","02555","","서울특별시 동대문구 답십리로11길 30-22 (전농동)","서울특별시","동대문구","전농1동"
"BE_LiST32-0110","1334755","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 청회파출소","청회파출소","02-959-9197","02486","","서울특별시 동대문구 약령시로21가길 8 (청량리동)","서울특별시","동대문구","청량리동"
"BE_LiST32-0111","1334754","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울동대문경찰서 휘경파출소","휘경파출소","02-968-2304","02511","","서울특별시 동대문구 한천로 266 (휘경동)","서울특별시","동대문구","장안2동"
"BE_LiST32-0112","1332634","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울동작경찰서","서울동작경찰서","182","06922","","서울특별시 동작구 노량진로 148 (노량진동)","서울특별시","동작구","노량진1동"
"BE_LiST32-0113","1332647","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울동작경찰서 남성지구대","남성지구대","02-3476-0112","07005","","서울특별시 동작구 사당로17길 4 (사당동)","서울특별시","동작구","사당3동"
"BE_LiST32-0114","1332645","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울동작경찰서 노들지구대","노들지구대","02-815-2470","06906","","서울특별시 동작구 노량진로 248 (본동)","서울특별시","동작구","노량진1동"
"BE_LiST32-0115","1332644","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울동작경찰서 노량진지구대","노량진지구대","02-815-3494","06932","","서울특별시 동작구 등용로12나길 2 (대방동)","서울특별시","동작구","대방동"
"BE_LiST32-0116","1335584","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울동작경찰서 대방지구대","대방지구대","02-821-2431","07074","","서울특별시 동작구 신대방1다길 24 (신대방동)","서울특별시","동작구","신대방1동"
"BE_LiST32-0117","1332850","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울동작경찰서 사당지구대","사당지구대","02-521-0112","07015","","서울특별시 동작구 동작대로9길 35 (사당동)","서울특별시","동작구","사당1동"
"BE_LiST32-0118","1334772","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울동작경찰서 상도3파출소","상도3파출소","02-814-6189","06953","","서울특별시 동작구 상도로 87 (상도동)","서울특별시","동작구","상도3동"
"BE_LiST32-0119","1332646","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울동작경찰서 상도지구대","상도지구대","02-822-1960","06956","","서울특별시 동작구 장승배기로 73 (상도동)","서울특별시","동작구","상도2동"
"BE_LiST32-0120","1329428","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울마포경찰서","서울마포경찰서","182","04130","","서울특별시 마포구 마포대로 183 (아현동)","서울특별시","마포구","아현동"
"BE_LiST32-0121","1331420","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울마포경찰서 공덕지구대","공덕지구대","02-703-0492","04195","","서울특별시 마포구 만리재로 14 (공덕동)","서울특별시","마포구","아현동"
"BE_LiST32-0122","1334759","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울마포경찰서 망원파출소","망원파출소","02-337-5908","04015","","서울특별시 마포구 망원로2길 63 (망원동)","서울특별시","마포구","망원1동"
"BE_LiST32-0062","1334809","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울구로경찰서 가리봉파출소","가리봉파출소","02-854-0112","08395","","서울특별시 구로구 남부순환로 1275 (가리봉동)","서울특별시","구로구","가리봉동"
"BE_LiST32-0063","1331494","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울구로경찰서 개봉지구대","개봉지구대","02-2612-0330","08353","","서울특별시 구로구 개봉로1가길 28 (개봉동)","서울특별시","구로구","개봉3동"
"BE_LiST32-0064","1331492","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울구로경찰서 고척지구대","고척지구대","02-2612-0112","08240","","서울특별시 구로구 중앙로15길 30 (고척동)","서울특별시","구로구","고척2동"
"BE_LiST32-0065","1334808","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울구로경찰서 구로3파출소","구로3파출소","02-866-0112","08371","","서울특별시 구로구 디지털로31길 86 (구로동)","서울특별시","구로구","구로3동"
"BE_LiST32-0066","1331491","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울구로경찰서 구일지구대","구일지구대","02-862-4008","08313","","서울특별시 구로구 도림로 63 (구로동)","서울특별시","구로구","구로4동"
"BE_LiST32-0067","1332366","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울구로경찰서 신구로지구대","신구로지구대","02-853-0189","08299","","서울특별시 구로구 구로중앙로28길 66 (구로동)","서울특별시","구로구","구로5동"
"BE_LiST32-0068","1331490","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울구로경찰서 오류지구대","오류지구대","02-2612-6112","08267","","서울특별시 구로구 경인로 221 (오류동)","서울특별시","구로구","오류1동"
"BE_LiST32-0069","1332675","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울금천경찰서","서울금천경찰서","182","08766","","서울특별시 관악구 남부순환로 1435 (신림동)","서울특별시","관악구","조원동"
"BE_LiST32-0123","1334240","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울마포경찰서 상암파출소","상암파출소","02-309-9525","03927","","서울특별시 마포구 매봉산로 76 (상암동)","서울특별시","마포구","상암동"
"BE_LiST32-0124","1331415","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울마포경찰서 서강지구대","서강지구대","02-334-4975","04078","","서울특별시 마포구 독막로22길 8 (창전동)","서울특별시","마포구","서강동"
"BE_LiST32-0125","1335387","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울마포경찰서 연남파출소","연남파출소","02-334-4974","03989","","서울특별시 마포구 연남로 4 (연남동)","서울특별시","마포구","연남동"
"BE_LiST32-0126","1331416","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울마포경찰서 용강지구대","용강지구대","02-716-6391","04170","","서울특별시 마포구 도화길 40 (도화동)","서울특별시","마포구","도화동"
"BE_LiST32-0127","1331419","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울마포경찰서 월드컵지구대","월드컵지구대","02-373-1113","03946","","서울특별시 마포구 월드컵북로30길 24 (성산동)","서울특별시","마포구","성산2동"
"BE_LiST32-0128","1331418","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울마포경찰서 홍익지구대","홍익지구대","02-334-8150","04036","","서울특별시 마포구 양화로11길 63 (서교동)","서울특별시","마포구","서교동"
"BE_LiST32-0129","1329903","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울방배경찰서","서울방배경찰서","182","06677","","서울특별시 서초구 방배천로 54 (방배동)","서울특별시","서초구","방배2동"
"BE_LiST32-0130","1331513","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울방배경찰서 남태령지구대","남태령지구대","02-582-8410","06691","","서울특별시 서초구 동작대로 34 (방배동)","서울특별시","서초구","방배2동"
"BE_LiST32-0263","1334738","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울혜화경찰서 대학로파출소","대학로파출소","02-763-1230","03088","","서울특별시 종로구 이화장2길 33 (동숭동)","서울특별시","종로구","이화동"
"BE_LiST32-0264","1334742","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울혜화경찰서 덕산파출소","덕산파출소","02-763-6843","03096","","서울특별시 종로구 창신길 98 (창신동)","서울특별시","종로구","창신2동"
"BE_LiST32-0265","1334741","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울혜화경찰서 동묘파출소","동묘파출소","02-2252-0547","03114","","서울특별시 종로구 종로58가길 19 (숭인동)","서울특별시","종로구","숭인2동"
"BE_LiST32-0266","1334739","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울혜화경찰서 명륜파출소","명륜파출소","02-762-1120","03069","","서울특별시 종로구 성균관로 54-1 (명륜1가)","서울특별시","종로구","혜화동"
"BE_LiST32-0267","1334743","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울혜화경찰서 종로5가파출소","종로5가파출소","02-2267-2287","03195","","서울특별시 종로구 동호로 407 (종로5가)","서울특별시","종로구","종로5.6가동"
"BE_LiST32-0268","1334740","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울혜화경찰서 창신파출소","창신파출소","02-763-4200","03094","","서울특별시 종로구 지봉로13길 20-12 (창신동)","서울특별시","종로구","창신3동"
"BE_LiST32-0269","1334239","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울혜화경찰서 혜화파출소","혜화파출소","02-762-0811","03076","","서울특별시 종로구 창경궁로 279 (혜화동)","서울특별시","종로구","혜화동"
"BE_LiST32-0270","1334744","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울혜화경찰서 효제파출소","효제파출소","02-762-8485","03123","","서울특별시 종로구 율곡로14길 43 (충신동)","서울특별시","종로구","종로5.6가동"
"BE_LiST32-0261","1334726","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울중부경찰서 충무파출소","충무파출소","02-2266-7710","04627","","서울특별시 중구 퇴계로 178 (필동1가)","서울특별시","중구","필동"
"BE_LiST32-0262","1332617","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울혜화경찰서","서울혜화경찰서","182","03130","","서울특별시 종로구 창경궁로 112-16 (인의동)","서울특별시","종로구","종로1.2.3.4가동"
"BE_LiST32-0001","1320252","경찰","경찰청_지방청","경찰청","경찰청 서울특별시지방경찰청","서울특별시지방경찰청","182","03169","","서울특별시 종로구 사직로8길 31 (내자동)","서울특별시","종로구","사직동"
"BE_LiST32-0002","1329667","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울강남경찰서","서울강남경찰서","182","06171","","서울특별시 강남구 테헤란로113길 12 (삼성동)","서울특별시","강남구","삼성1동"
"BE_LiST32-0003","1334794","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강남경찰서 논현1파출소","논현1파출소","02-544-5555","06045","","서울특별시 강남구 학동로17길 13 (논현동 인본)","서울특별시","강남구","논현1동"
"BE_LiST32-0004","1334795","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강남경찰서 논현2파출소","논현2파출소","02-543-0112","06053","","서울특별시 강남구 학동로 227 (논현동)","서울특별시","강남구","논현2동"
"BE_LiST32-0005","1334790","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강남경찰서 삼성1파출소","삼성1파출소","02-511-5049","06083","","서울특별시 강남구 영동대로112길 4 (삼성동)","서울특별시","강남구","삼성1동"
"BE_LiST32-0006","1334791","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강남경찰서 삼성2파출소","삼성2파출소","02-562-1628","06097","","서울특별시 강남구 선릉로 626 (삼성동)","서울특별시","강남구","삼성2동"
"BE_LiST32-0007","1334793","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강남경찰서 신사파출소","신사파출소","02-511-5087","06036","","서울특별시 강남구 도산대로 143 (신사동)","서울특별시","강남구","신사동"
"BE_LiST32-0008","1334796","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강남경찰서 압구정파출소","압구정파출소","02-542-1103","06004","","서울특별시 강남구 압구정로 311 (압구정동)","서울특별시","강남구","압구정동"
"BE_LiST32-0009","1332362","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강남경찰서 역삼지구대","역삼지구대","02-562-1623","06144","","서울특별시 강남구 언주로108길 20 (역삼동)","서울특별시","강남구","역삼1동"
"BE_LiST32-0010","1334792","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강남경찰서 청담파출소","청담파출소","02-512-0112","06073","","서울특별시 강남구 학동로95길 19 (청담동)","서울특별시","강남구","청담동"
"BE_LiST32-0011","1329742","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울강동경찰서","서울강동경찰서","182","05397","","서울특별시 강동구 성내로 33 (성내동)","서울특별시","강동구","성내1동"
"BE_LiST32-0012","1336176","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강동경찰서 강일파출소","강일파출소","02-426-0112","05211","","서울특별시 강동구 아리수로91길 20 (강일동)","서울특별시","강동구","강일동"
"BE_LiST32-0013","1336177","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강동경찰서 고덕파출소","고덕파출소","02-481-0113","05231","","서울특별시 강동구 고덕로61길 61 (고덕동)","서울특별시","강동구","고덕1동"
"BE_LiST32-0014","1331482","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강동경찰서 길동지구대","길동지구대","02-478-0110","05350","","서울특별시 강동구 천호대로187길 6 (길동)","서울특별시","강동구","길동"
"BE_LiST32-0015","1334804","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강동경찰서 둔촌파출소","둔촌파출소","02-477-0116","05413","","서울특별시 강동구 진황도로 239 (둔촌동)","서울특별시","강동구","둔촌2동"
"BE_LiST32-0016","1334805","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강동경찰서 명일파출소","명일파출소","02-442-0112","05269","","서울특별시 강동구 동남로 895 (명일동)","서울특별시","강동구","명일2동"
"BE_LiST32-0017","1331481","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강동경찰서 성내지구대","성내지구대","02-478-0880","05397","","서울특별시 강동구 성내로 33 (성내동)","서울특별시","강동구","성내1동"
"BE_LiST32-0018","1331483","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강동경찰서 암사지구대","암사지구대","02-427-0112","05236","","서울특별시 강동구 고덕로 137 (암사동)","서울특별시","강동구","암사3동"
"BE_LiST32-0019","1331480","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강동경찰서 천호지구대","천호지구대","02-478-0112","05246","","서울특별시 강동구 구천면로 141 (천호동)","서울특별시","강동구","천호2동"
"BE_LiST32-0020","1332662","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서","서울강북경찰서","182","01064","","서울특별시 강북구 오패산로 406 (번동)","서울특별시","강북구","번1동"
"BE_LiST32-0021","1332673","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서 미아지구대","미아지구대","02-944-4801","01177","","서울특별시 강북구 도봉로 127 (미아동)","서울특별시","강북구","송천동"
"BE_LiST32-0022","1334782","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서 번3파출소","번3파출소","02-944-4808","01230","","서울특별시 강북구 월계로 227 (번동)","서울특별시","강북구","번3동"
"BE_LiST32-0023","1334781","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서 번동파출소","번동파출소","02-944-4807","01067","","서울특별시 강북구 한천로 969 (번동)","서울특별시","강북구","번1동"
"BE_LiST32-0024","1336184","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서 삼양파출소","삼양파출소","02-944-4102","01181","","서울특별시 강북구 삼양로 239-1 (미아동)","서울특별시","강북구","삼양동"
"BE_LiST32-0025","1332674","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서 솔샘지구대","솔샘지구대","02-944-4802","01215","","서울특별시 강북구 오현로 4 (미아동)","서울특별시","강북구","송중동"
"BE_LiST32-0026","1334779","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서 수유1파출소","수유1파출소","02-944-4803","01102","","서울특별시 강북구 삼양로 305 (수유동)","서울특별시","강북구","수유1동"
"BE_LiST32-0027","1334784","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서 수유2파출소","수유2파출소","02-944-4804","01041","","서울특별시 강북구 삼각산로 115 (수유동)","서울특별시","강북구","수유2동"
"BE_LiST32-0028","1334783","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서 수유3파출소","수유3파출소","02-944-4805","01052","","서울특별시 강북구 한천로150길 76 (수유동)","서울특별시","강북구","수유3동"
"BE_LiST32-0029","1334780","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강북경찰서 인수파출소","인수파출소","02-944-4806","01082","","서울특별시 강북구 수유로 49 (수유동)","서울특별시","강북구","인수동"
"BE_LiST32-0030","1329716","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서","서울강서경찰서","182","07658","","서울특별시 강서구 화곡로 308 (화곡동)","서울특별시","강서구","화곡6동"
"BE_LiST32-0031","1331477","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 가양지구대","가양지구대","02-3665-9112","07589","","서울특별시 강서구 화곡로65길 63 (등촌동)","서울특별시","강서구","등촌3동"
"BE_LiST32-0032","1332880","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 곰달래지구대","곰달래지구대","02-2643-7994","07741","","서울특별시 강서구 곰달래로59길 12 (화곡동)","서울특별시","강서구","화곡4동"
"BE_LiST32-0033","1331475","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 공항지구대","공항지구대","02-2662-0372","07620","","서울특별시 강서구 방화동로 5 (방화동)","서울특별시","강서구","방화2동"
"BE_LiST32-0034","1331476","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 까치산지구대","까치산지구대","02-2604-5053","07777","","서울특별시 강서구 강서로7길 39 (화곡동)","서울특별시","강서구","화곡1동"
"BE_LiST32-0035","1334801","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 등촌2파출소","등촌2파출소","02-2651-0330","07668","","서울특별시 강서구 등촌로 167 (등촌동)","서울특별시","강서구","등촌2동"
"BE_LiST32-0036","1334802","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 발산파출소","발산파출소","02-2662-0330","07641","","서울특별시 강서구 수명로2길 46 (내발산동)","서울특별시","강서구","발산1동"
"BE_LiST32-0037","1332881","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 방화3파출소","방화3파출소","02-2663-1121","07512","","서울특별시 강서구 금낭화로26길 16 (방화동)","서울특별시","강서구","방화3동"
"BE_LiST32-0038","1334800","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 염창파출소","염창파출소","02-3665-0660","07561","","서울특별시 강서구 공항대로59다길 80 (염창동)","서울특별시","강서구","염창동"
"BE_LiST32-0039","1334803","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 화곡3파출소","화곡3파출소","02-2604-2133","07709","","서울특별시 강서구 강서로45다길 71 (화곡동)","서울특별시","강서구","화곡3동"
"BE_LiST32-0040","1335255","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울강서경찰서 화곡지구대","화곡지구대","02-2604-0087","07658","","서울특별시 강서구 화곡로 310 (화곡동)","서울특별시","강서구","화곡6동"
"BE_LiST32-0041","1329692","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서","서울관악경찰서","182","08833","","서울특별시 관악구 관악로5길 33 (봉천동)","서울특별시","관악구","청룡동"
"BE_LiST32-0042","1331471","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서 관악산지구대","관악산지구대","02-870-0840","08813","","서울특별시 관악구 대학길 48 (신림동)","서울특별시","관악구","대학동"
"BE_LiST32-0043","1331469","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서 낙성대지구대","낙성대지구대","02-870-0820","08789","","서울특별시 관악구 봉천로 540 (봉천동)","서울특별시","관악구","낙성대동"
"BE_LiST32-0044","1334797","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서 난우파출소","난우파출소","02-870-0860","08861","","서울특별시 관악구 난곡로 64 (신림동)","서울특별시","관악구","난향동"
"BE_LiST32-0045","1332688","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서 남현파출소","남현파출소","02-870-0890","08807","","서울특별시 관악구 남현1가길 29 (남현동)","서울특별시","관악구","남현동"
"BE_LiST32-0046","1331468","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서 당곡지구대","당곡지구대","02-870-0810","08756","","서울특별시 관악구 남부순환로191길 12 (봉천동)","서울특별시","관악구","은천동"
"BE_LiST32-0047","1334798","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서 미성파출소","미성파출소","02-870-0870","08772","","서울특별시 관악구 난곡로64가길 31 (신림동)","서울특별시","관악구","미성동"
"BE_LiST32-0048","1331472","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서 봉천지구대","봉천지구대","02-870-0850","08715","","서울특별시 관악구 은천로 93 (봉천동 벽산블루밍아파트)","서울특별시","관악구","은천동"
"BE_LiST32-0049","1331470","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서 신림지구대","신림지구대","02-870-0830","08779","","서울특별시 관악구 남부순환로188길 12 (신림동)","서울특별시","관악구","서원동"
"BE_LiST32-0050","1334799","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울관악경찰서 신사파출소","신사파출소","02-870-0880","08702","","서울특별시 관악구 신사로 106 (신림동)","서울특별시","관악구","신사동"
"BE_LiST32-0051","1332648","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서","서울광진경찰서","182","04991","","서울특별시 광진구 광나루로 447 (능동)","서울특별시","광진구","능동"
"BE_LiST32-0052","1332657","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서 광나루지구대","광나루지구대","02-457-0112","04983","","서울특별시 광진구 아차산로 567 (광장동)","서울특별시","광진구","광장동"
"BE_LiST32-0053","1334776","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서 자양1파출소","자양1파출소","02-444-4112","05053","","서울특별시 광진구 자양번영로 80 (자양동)","서울특별시","광진구","자양1동"
"BE_LiST32-0054","1334241","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서 자양4파출소","자양4파출소","02-463-0113","05084","","서울특별시 광진구 뚝섬로22가길 43 (자양동)","서울특별시","광진구","자양4동"
"BE_LiST32-0055","1334775","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서 자양파출소","자양파출소","02-447-1112","05091","","서울특별시 광진구 뚝섬로36길 9 (자양동)","서울특별시","광진구","자양3동"
"BE_LiST32-0056","1335514","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서 중곡1파출소","중곡1파출소","02-447-0113","04909","","서울특별시 광진구 능동로 385 (중곡동)","서울특별시","광진구","중곡1동"
